fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.16953613105008888,-1.721071403155774,0.45930334474673834,-0.4542818133934616,-0.5031921181884343,3.6109719060757195,0.9095020815344678,-0.40120306923850496,1.0118068481127702,1.2266117871090454,0.5500570134549502,7
2.446067298790678,-0.4019574431063593,1.8410550080777353,-0.3842092585396076,-0.3546411114507867,-0.9660994680744858,-0.9680382119327138,1.0992348072465636,-2.1068761213485567,1.2266117871090454,-0.20517464060160162,5
-0.6476801855747376,0.03774721024344556,-0.0012805430302605043,0.03622607058351608,-0.0787606703665834,-0.381792484140417,0.9397849894936159,-0.20549378100136673,0.4920263532025485,0.29727077587802,0.5500570134549502,5
-1.1146609379317816,0.7522672719368784,-0.9736243061150361,-0.3141367036857536,-0.9064019936191927,0.2998989971159966,0.031297750719173165,-1.0209491486562703,1.1417519718403255,-0.9805731145646396,0.9276728404832261,6
-0.47256240344084627,0.2575995369183475,-0.6665683809303702,-0.24406414883189959,-0.2273116771042313,1.0789749756947549,0.39469264622895023,-0.2598574721783563,-0.22267182729900764,-0.399734982545249,-0.5827904676298759,5
-0.2974446213069549,0.2575995369183475,-0.7177443684611479,-0.3141367036857536,0.3032276326730821,0.105130002471307,-0.3320971447906039,-1.2927676045412784,-0.48256207475411556,-0.7482378617568831,0.7388649269690873,6
-0.9979157498425208,1.549231956133399,-1.280680231299702,0.10629862543737008,-0.3334195390596941,0.105130002471307,-0.3926629607089001,-0.6947670015942727,1.7265050286143235,1.3427794135129236,1.7773084512968464,7
-1.1730335319764122,0.2026364552496219,0.04989544450051721,-0.3141367036857536,-0.842737276445915,-0.28440798681807217,0.06158065867832125,-1.6515679663094458,0.6219714769301039,-0.3416511693433098,2.249328235082191,5
-0.6476801855747376,0.8896749761086918,-0.7177443684611479,-0.3842092585396076,-0.24853324949532388,-0.381792484140417,-0.8166236721369733,-0.7165124780650927,-0.1576992654352285,-0.690154048554944,-0.29957859735867015,5
0.6948894774517634,0.3125626185870732,0.8687112449929597,-0.1739915939780459,-0.3546411114507867,0.4946679917606862,0.6369559099021349,1.3166895719545217,0.946834286248991,-0.16739972973749243,-0.8660023379010832,5
0.9283798536302856,-1.556182158149597,0.9710632200545152,-0.5944269231011694,-0.5456352629706195,0.9815904783724102,-0.15039969703571537,-0.47731223688631447,-0.8723974459367818,0.9942765343012889,0.1724411864266743,6
-0.7060527796193684,-0.5668466881125362,-0.5130404183380372,-0.5243543682473154,-0.12120381514877057,1.0789749756947549,0.12214647459661743,-0.23811199570753633,1.1417519718403255,-0.1093159165355533,-0.016366727087462816,5
-0.6476801855747376,0.14767337358089686,-0.05245653056103822,-0.3842092585396076,-0.09998224275767595,-0.28440798681807217,1.6060089645948739,-0.49905771335713445,-0.35261695102656304,-0.8063216749588222,-0.48838651087280727,5
-0.414189809396216,-0.23706819810018268,0.3057753821544055,-0.4542818133934616,-0.290976394277509,1.0789749756947549,1.1517653452076524,0.1533065807668005,0.6219714769301039,-0.4578187957471881,-1.3380221216864276,5
-0.93954315579789,-2.0508498931681274,1.892230995608513,-0.3141367036857536,-0.6092999801438971,0.7868214837277205,0.15242938255576552,-0.9992036721854504,0.16716354388365856,0.29727077587802,0.7388649269690873,6
1.3369880119426987,2.703456671176636,0.817535257462182,0.17637118029122376,-0.16364695993095363,0.4946679917606862,1.1214824372485044,0.9361437337155949,-1.6520681883021142,-0.5159026089491272,-0.29957859735867015,5
